"","id_str","text","created_at","retweet_count","in_reply_to_user_id_str","favorite_count","is_retweet","device"
"1364","788545364664070144","#DrainTheSwamp 
https://t.co/wqqPjxfBoJ",2016-10-18 20:00:40,9614,NA,17029,FALSE,"iPhone"
"1365","788543616926912512","Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE… https://t.co/rVcjXdWxzp",2016-10-18 19:53:43,23364,NA,42039,FALSE,"iPhone"
"1366","788538743950938112","Hillary is the most corrupt person to ever run for the presidency of the United States. #DrainTheSwamp https://t.co/xA3YO8YzCq",2016-10-18 19:34:21,25908,NA,52194,FALSE,"iPhone"
"1367","788538003836678144","'Clinton Campaign Tried to Limit Damage From Classified Info on Email Server' #DrainTheSwamp 
https://t.co/5j8WuKLL5o",2016-10-18 19:31:25,10181,NA,17146,FALSE,"iPhone"
"1368","788495515021299713","'Trump rally disrupter was once on Clinton's payroll'
https://t.co/75oLLuD4SI",2016-10-18 16:42:34,17035,NA,26883,FALSE,"iPhone"
"1371","788440948275421184","Hillary's Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ",2016-10-18 13:05:45,11306,NA,17997,FALSE,"iPhone"
"1372","788413161472925696","Nevada: A quick reminder that today is your last day to register to vote! https://t.co/ZnPgnu8vCS https://t.co/gF8ErCzTC1",2016-10-18 11:15:20,5350,NA,11970,FALSE,"iPhone"
"1373","788403448593002496","If we let Crooked run the govt, history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ",2016-10-18 10:36:44,20196,NA,38270,FALSE,"iPhone"
"1374","788402786970939392","Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8",2016-10-18 10:34:06,15582,NA,26753,FALSE,"iPhone"
"1377","788193776577675264","Donald J. Trump Ethics Reform Plan For Washington D.C.
https://t.co/lKzas1SqUA",2016-10-17 20:43:34,11395,NA,22258,FALSE,"iPhone"
"1378","788193441733808128","EXCLUSIVE: FBI Agents Say Comey 'Stood In The Way' Of Clinton Email Investigation:
https://t.co/6n63fHVvNo",2016-10-17 20:42:15,15845,NA,25643,FALSE,"iPhone"
"1379","788150475258343424","Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv",2016-10-17 17:51:31,38134,NA,59429,FALSE,"iPhone"
"1380","788149137820614657","Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r",2016-10-17 17:46:12,11990,NA,19864,FALSE,"iPhone"
"1381","788144305701548032","My wife, Melania, will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!",2016-10-17 17:27:00,7957,NA,30079,FALSE,"iPhone"
"1382","788138062853332997","I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!",2016-10-17 17:02:11,14655,NA,38826,FALSE,"iPhone"
"1385","788100107220709376","New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies, and got caught",2016-10-17 14:31:22,13668,NA,37149,FALSE,"Android"
"1387","788037987556794368","Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?",2016-10-17 10:24:31,20093,NA,47408,FALSE,"Android"
"1389","788031447932215300","WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info, but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1",2016-10-17 09:58:32,13751,NA,25440,FALSE,"iPhone"
"1390","787995512448380928","We have all got to come together and win this election. We can't have four more years of Obama (or worse!).",2016-10-17 07:35:45,19038,NA,48403,FALSE,"Android"
"1391","787995025527410688","Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive!",2016-10-17 07:33:48,14066,NA,36111,FALSE,"Android"
"1393","787783828358258688","ALL SAFE IN ORANGE COUNTY, NORTH CAROLINA. With you all the way, will never forget. Now we have to win. Proud of you all!  @NCGOP",2016-10-16 17:34:35,14794,NA,39166,FALSE,"Android"
"1396","787760670590791680","Finally, in the new ABC News/Washington Post Poll, Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!",2016-10-16 16:02:34,14700,NA,38626,FALSE,"Android"
"1397","787758668565581824","Paul Ryan, a man who doesn't know how to win (including failed run four years ago), must start focusing on the budget, military, vets etc.",2016-10-16 15:54:37,11062,NA,30738,FALSE,"Android"
"1400","787736416671367168","“The vast majority felt she should be prosecuted..."" -- even senior FBI officials thought Crooked was guilty. 
https://t.co/AFtDs7HVlt",2016-10-16 14:26:11,14177,NA,27323,FALSE,"iPhone"
"1401","787699930718695425","The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD",2016-10-16 12:01:12,21712,NA,57212,FALSE,"Android"
"1406","787632098794467328","Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!",2016-10-16 07:31:40,19162,NA,46697,FALSE,"Android"
"1408","787612552654155776","Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!",2016-10-16 06:14:00,18434,NA,52859,FALSE,"Android"
"1409","787443829146353664","Thank you for sharing Amy. https://t.co/StfzCeaQgH",2016-10-15 19:03:33,9508,NA,21857,FALSE,"iPhone"
"1410","787443714239164416","A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA",2016-10-15 19:03:06,8320,NA,22979,FALSE,"Android"
"1412","787425145489072128","The failing @nytimes reporters don't even call us anymore, they just write whatever they want to write, making up sources along the way!",2016-10-15 17:49:18,16054,NA,39195,FALSE,"Android"
"1413","787359730465329152","Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!",2016-10-15 13:29:22,20805,NA,59824,FALSE,"Android"
"1416","787320326573228032","The truth is a beautiful weapon. https://t.co/P7FrFhicvw",2016-10-15 10:52:48,13821,NA,27100,FALSE,"iPhone"
"1417","787316515632713733","Mr. Trump removing the broken teleprompter in North Carolina-in front of a massive crowd. He goes on&amp;delivers the b… https://t.co/dyNxc1HDTW",2016-10-15 10:37:39,11703,NA,27251,FALSE,"iPhone"
"1418","787267564405653505","Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election",2016-10-15 07:23:08,36172,NA,84973,FALSE,"Android"
"1419","787266044213723138","Will be in Bangor, Maine today at 3pm- join me! #MAGA
Tickets: https://t.co/NY7E1FBOB7 https://t.co/5TN2wvnR7J",2016-10-15 07:17:06,6431,NA,16342,FALSE,"iPhone"
"1420","787258211283918848","This election is being rigged by the media pushing false and unsubstantiated charges, and outright lies, in order to elect Crooked Hillary!",2016-10-15 06:45:58,30791,NA,79356,FALSE,"Android"
"1421","787244543003467776","100% fabricated and made-up charges, pushed strongly by the media and the Clinton Campaign, may poison the minds of the American Voter. FIX!",2016-10-15 05:51:40,16157,NA,42178,FALSE,"Android"
"1422","787127225581707265","Thank you @TrumpWomensTour!
#MakeAmericaGreatAgain https://t.co/R4oxaHpsAB",2016-10-14 22:05:29,15424,NA,32383,FALSE,"iPhone"
"1423","787099202291634177","Thank you Charlotte, North Carolina! We are going to have an AMAZING victory on November 8th...because this is all… https://t.co/A7Ql7KuMfT",2016-10-14 20:14:08,12223,NA,33278,FALSE,"iPhone"
"1427","786716631644897280","Join me live in Cincinnati, Ohio!
#TrumpRally #MAGA
https://t.co/MzqgNNVfZb",2016-10-13 18:53:56,5729,NA,17975,FALSE,"iPhone"
"1429","786700864752914433","Dem Gov. of MN. just announced that the Affordable Care Act (Obamacare) is no longer affordable. I've been saying this for years- disaster!",2016-10-13 17:51:17,16579,NA,43589,FALSE,"iPhone"
"1432","786589454991499264","I am making a major speech in West Palm Beach, Florida at noon. Tune in!",2016-10-13 10:28:34,9658,NA,31334,FALSE,"iPhone"
"1433","786589172911964161","Thank you! #MAGA #AmericaFirst https://t.co/fG313wjlKm",2016-10-13 10:27:27,14076,NA,32417,FALSE,"iPhone"
"1434","786565208663785476","Join me in Ohio &amp; Maine!
Cincinnati, Ohio- tonight @ 7:30pm: https://t.co/XlHGD1VrMo
Bangor, Maine - Saturday @ 3pm… https://t.co/DYHPQYBwpK",2016-10-13 08:52:14,7310,NA,19017,FALSE,"iPhone"
"1435","786554517680693248","Why didn't the writer of the twelve year old article in People Magazine mention the ""incident"" in her story. Because it did not happen!",2016-10-13 08:09:45,15712,NA,42226,FALSE,"Android"
"1436","786340623804751872","I will be in Cincinnati, Ohio tomorrow night at 7:30pm- join me! #OhioVotesEarly #VoteTrumpPence16 
Tickets:… https://t.co/Bp5iHKbT2d",2016-10-12 17:59:48,8919,NA,23203,FALSE,"iPhone"
"1439","786201435486781440","Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system!",2016-10-12 08:46:43,21032,NA,52307,FALSE,"iPhone"
"1442","786007502639038464","Join me Thursday in Florida &amp; Ohio!
West Palm Beach, FL at noon:
https://t.co/jwbZnQhxg9
Cincinnati, OH this 7:30pm:
https://t.co/5w2UhalPIx",2016-10-11 19:56:06,7842,NA,19775,FALSE,"iPhone"
"1443","785979396620324865","Wow, @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!",2016-10-11 18:04:25,29259,NA,60485,FALSE,"Android"
"1445","785947219216125952","VOTER REGISTRATION DEADLINES TODAY. You can register now at: https://t.co/HfihPEA3Sp and get out to… https://t.co/LlFdF0DRX4",2016-10-11 15:56:33,8185,NA,17368,FALSE,"iPhone"
"1446","785913754194104320","DON'T LET HER FOOL US AGAIN. https://t.co/3QSoADFh7S",2016-10-11 13:43:35,28922,NA,51744,FALSE,"iPhone"
"1448","785898532645502980","I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.",2016-10-11 12:43:06,23700,NA,56751,FALSE,"iPhone"
"1450","785885793340448769","The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave, he won), then dropped me over locker room remarks!",2016-10-11 11:52:28,21636,NA,48548,FALSE,"Android"
"1451","785875528825835526","13 states have voter registration deadlines TODAY: FL, OH, PA, MI, GA, TX, NM, IN, LA, TN, AR, KY, SC.

Register: https://t.co/wAtnFpN6wL",2016-10-11 11:11:41,6824,NA,14121,FALSE,"iPhone"
"1452","785863826361184257","Wow. Unbelievable. https://t.co/RcBPCcmwnD",2016-10-11 10:25:11,19397,NA,31730,FALSE,"iPhone"
"1453","785854588654092290","Disloyal R's are far more difficult than Crooked Hillary. They come at you from all sides. They don't know how to win - I will teach them!",2016-10-11 09:48:29,21836,NA,55799,FALSE,"iPhone"
"1454","785842546878578688","It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.",2016-10-11 09:00:38,24171,NA,64756,FALSE,"iPhone"
"1455","785828772423561216","Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.",2016-10-11 08:05:53,16799,NA,42510,FALSE,"Android"
"1457","785654535234531329","Thank you Pennsylvania. This is a MOVEMENT like we have never seen before! #VoteTrumpPence16 on 11/8/16- together,… https://t.co/x0197JL5RU",2016-10-10 20:33:32,15203,NA,39520,FALSE,"iPhone"
"1459","785563318652178432","Wow, @CNN got caught fixing their ""focus group"" in order to make Crooked Hillary look better. Really pathetic and totally dishonest!",2016-10-10 14:31:04,28837,NA,69788,FALSE,"Android"
"1461","785559022082658305","CNN is the worst - fortunately they have bad ratings because everyone knows they are biased. https://t.co/oFRfNY2rUY",2016-10-10 14:14:00,14451,NA,34322,FALSE,"iPhone"
"1462","785530928256933888","Paul Ryan should spend more time on balancing the budget, jobs and illegal immigration and not waste his time on fighting Republican nominee",2016-10-10 12:22:22,30198,NA,81183,FALSE,"Android"
"1463","785527400528568320","Thank you for all of the great comments on the debate last night. Very exciting!",2016-10-10 12:08:21,11950,NA,50681,FALSE,"Android"
"1465","785306782033907713","MY PRO-GROWTH Econ Plan:
<U+2705>Eliminate excessive regulations! 
<U+2705>Lean government!
<U+2705>Lower taxes!
#Debates … https://t.co/OchcnuSAgR",2016-10-09 21:31:41,11823,NA,27030,FALSE,"iPhone"
"1467","785295867863568384",".@HillaryClinton - ITS CALLED EXTREME VETTING! #Debates2016 https://t.co/ueq7cbOg9Y",2016-10-09 20:48:19,7115,NA,14149,FALSE,"iPhone"
"1468","785291193194254336","ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates",2016-10-09 20:29:45,15057,NA,35428,FALSE,"iPhone"
"1470","785289945837629440","Donald J. Trump's History Of Empowering Women #BigLeagueTruth
https://t.co/oY2YSPz7nB",2016-10-09 20:24:47,3692,NA,9207,FALSE,"iPhone"
"1472","785245066881216512","The Palestinian terror attack today reminds the world of the grievous perils facing Israeli citizens....continued:
https://t.co/d2Upx5FitC",2016-10-09 17:26:27,7072,NA,17121,FALSE,"iPhone"
"1475","785120729364922369","So many self-righteous hypocrites. Watch their poll numbers - and elections - go down!",2016-10-09 09:12:23,18369,NA,50505,FALSE,"Android"
"1476","785106800572063744","EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:
https://t.co/9j7f8VK9Md",2016-10-09 08:17:02,16630,NA,25268,FALSE,"iPhone"
"1479","784840992734064641","The media and establishment want me out of the race so badly -  I WILL NEVER DROP OUT OF THE RACE, WILL NEVER LET MY SUPPORTERS DOWN! #MAGA",2016-10-08 14:40:48,40772,NA,105680,FALSE,"Android"
"1482","784227699321634817","Thoughts &amp; prayers with the millions of people in the path of Hurricane Matthew. Look out for neighbors, and listen… https://t.co/JqjyTiKicD",2016-10-06 22:03:48,17364,NA,52881,FALSE,"iPhone"
"1485","784149222870351872","VOTE #TrumpPence16 on 11/8/16! https://t.co/12zAk8VmgK",2016-10-06 16:51:58,9062,NA,19862,FALSE,"iPhone"
"1486","784133078969090049","'Donald Trump: A President for All Americans' https://t.co/3lU2vrUE3t",2016-10-06 15:47:49,10933,NA,23522,FALSE,"iPhone"
"1487","784132532073881600","Volunteer to be a Trump Election Observer. Sign up today!
#MakeAmericaGreatAgain
https://t.co/ZzFHlsWnh4",2016-10-06 15:45:38,7809,NA,13830,FALSE,"iPhone"
"1488","783885674575491073","Praying for everyone in Florida. Hoping the hurricane dissipates, but in any event, please be careful.",2016-10-05 23:24:43,17322,NA,53165,FALSE,"iPhone"
"1489","783881566510546944","New Virginia poll- thank you! We are going to show the whole world that America is back – BIGGER, and BETTER, and S… https://t.co/2CikEXb0G7",2016-10-05 23:08:23,12195,NA,31216,FALSE,"iPhone"
"1490","783880036172623873","Pennsylvania poll just released. Two rallies there on Mon- join me!
Ambridge: https://t.co/TujWDWcgd3
Wilkes-Barre:… https://t.co/TeIeCttUpP",2016-10-05 23:02:19,8696,NA,19244,FALSE,"iPhone"
"1491","783847514088824832","Nation's Immigration And Customs Enforcement Officers (ICE) Make First-Ever Presidential Endorsement:
https://t.co/eO1UY5N9J1",2016-10-05 20:53:05,9079,NA,20750,FALSE,"iPhone"
"1492","783842408949841921","Such a great honor! 
https://t.co/vt4AmLdkeP",2016-10-05 20:32:48,8845,NA,20159,FALSE,"iPhone"
"1493","783838014363623424","Amazing rally in Reno, Nevada- thank you. Make sure you get out on 11/8 &amp; VOTE #TrumpPence16. Together, we will put… https://t.co/6gPJhb29xk",2016-10-05 20:15:20,7044,NA,18810,FALSE,"iPhone"
"1494","783808918824681472","Reuters polling just out- thank you!
#MakeAmericaGreatAgain https://t.co/UMY6kOiSTu",2016-10-05 18:19:43,13497,NA,29379,FALSE,"iPhone"
"1495","783803924050350080","Thank you South Carolina! Everyone has to get out and VOTE on 11/8/16. 
#MakeAmericaGreatAgain… https://t.co/os7EmRCdPf",2016-10-05 17:59:52,7014,NA,17376,FALSE,"iPhone"
"1496","783803377977135104","EARLY VOTING: MN &amp; IA already underway, more states coming up in the next week: OH, ME, AZ, IN — check w/local officials for details &amp; VOTE!",2016-10-05 17:57:42,8087,NA,19307,FALSE,"iPhone"
"1499","783778741646270464","Bill Clinton is right: Obamacare is 'crazy', 'doesn't work' and 'doesn't make sense'.  Thanks Bill for telling the truth.",2016-10-05 16:19:48,16413,NA,40883,FALSE,"iPhone"
"1502","783738595987169280","Beautiful morning- thank you @ICLV! https://t.co/xzJhrLgjHP",2016-10-05 13:40:17,7510,NA,19359,FALSE,"iPhone"
"1503","783660227530862592","The constant interruptions last night by Tim Kaine should not have been allowed. Mike Pence won big!",2016-10-05 08:28:52,13279,NA,49008,FALSE,"Android"
"1505","783493582803972096","Clinton's Top Aides Were Mired In Conflict Of Interest At The State Department: https://t.co/wWfdaECtVu
#VPDebate #BigLeagueTruth",2016-10-04 21:26:41,6598,NA,16888,FALSE,"iPhone"
"1506","783492506319069184",".@HillaryClinton's Careless Use Of A Secret Server Put National Security At Risk: https://t.co/OiAEMnrGcy #VPDebate
#BigLeagueTruth",2016-10-04 21:22:24,8888,NA,22717,FALSE,"iPhone"
"1507","783491875885813761","CLINTON IS WEAK ON NORTH KOREA:
https://t.co/8pRednmnFX #VPDebate",2016-10-04 21:19:54,6337,NA,18588,FALSE,"iPhone"
"1508","783490959027732484","CLINTON'S CLOSE TIES TO PUTIN DESERVE SCRUTINY:
https://t.co/wPYm5vQoyt #VPDebate",2016-10-04 21:16:15,10702,NA,19967,FALSE,"iPhone"
"1509","783490731964981248","Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:
https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate",2016-10-04 21:15:21,6228,NA,15247,FALSE,"iPhone"
"1511","783489985718517760","ICYMI: PENCE: I RAN A STATE THAT WORKED; KAINE RAN A STATE THAT FAILED. https://t.co/XuWaueNkH0",2016-10-04 21:12:23,8819,NA,22875,FALSE,"iPhone"
